group_id,order,psqi,question,question_cn,question_type,header,header_cn,group_name,group_desc,questionnaire,category,publish,choice_options,group_desc_cn,_id,_createTime,_updateTime
10,9,60,What is your bedroom temperature?,您卧室的室温是多少度？,exactNumber,,,Room Temperature,"For these next few questions, consider THE PAST MONTH:",Custom,Environment,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c631b4d437d,,1.69e+12
12,2,16,Is your bedtime fixed or variable?,您的上床睡觉的时间是固定的还是不固定的？,oneChoice,,,Circadian Rhythm,"For these next few questions, consider THE PAST MONTH:",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a89375566f7,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c7106163f90,,
12,3,72,Do you have unusual (e.g. night shifts) or irregular working hours?,您的工作时间是否异常（如：夜班...）或不规律？,oneChoice,,,Circadian Rhythm,"For these next few questions, consider THE PAST MONTH:",Custom,Circadian Rhythm,true,b22b43f564ba659c009e5a8806e9d929,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c7207194f20,,
12,8,117,At what time in the evening do you feel tired and as a result are in need of sleep?,在晚上的什么时间，您会觉得累，因此需要睡觉？,exactTime,,,Morningness Eveningness,"For these next few questions, consider THE PAST MONTH:",Reduced Horne,Circadian Rhythm,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c776bdcc777,,
10,3,62,Do you consider your bed comfortable?,您觉得您的床舒适吗？,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Environment,true,b22b43f564ba659c009e5a833e19563b,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c5d06df1019,,
12,7,95,"During the first half-hour after having woken in the morning, how tired do you feel?",在刚醒来的半小时里，您觉得自己感觉到多疲惫？,oneChoice,,,Morningness Eveningness,"For these next few questions, consider THE PAST MONTH:",Reduced Horne,Circadian Rhythm,true,b22b43f564ba659c009e5a8a0eef98fb,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c762384f3b0,,
11,5,108,"Metabolic Disorder (e.g. Diabetes, Renal insufficiency, Hepatic encephalopathy, Pancreatic insufficience)",代谢紊乱（如：糖尿病、肾功能不全、肝性脑病、胰腺功能不全...）,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6842bd8baf,,
10,5,84,Do you consider your environment noisy while you sleep?,您认为您的睡眠环境嘈杂吗？,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Environment,true,b22b43f564ba659c009e5a850c6648c2,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c5f1431dc79,,
10,2,133,How bright is your light setup in your environment 3 hour before bedtime,在睡前的三小时内，您房间的灯光有多亮？,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Sleep Hygiene,true,b22b43f564ba659c009e5a8241acb2fa,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c5c015a5017,,
12,12,44,Do you sleep in during the weekend?,您在周末会睡懒觉吗？,oneChoice,,,,,Custom,Circadian Rhythm,true,b22b43f564ba659c009e5a8d20393a0d,,80431f7a64bac13d01180c7b201f071d,,
11,8,111,Thyroid Disease,甲状腺疾病,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6b2cf7d840,,
10,7,63,Does your bed partner disturb your sleep?,您的床伴会影响您的睡眠吗？,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Environment,true,b22b43f564ba659c009e5a86337f2607,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c615b4d4b42,,
12,6,94,"Considering only your ""feeling best"" rhythm, at what time would you get up if you were entirely free to plan your day?",如果您自由的安排日程，只考虑“感觉舒服”的规律，您会选择在一天当中的什么时间起床？,exactTime,,,Morningness Eveningness,"For these next few questions, consider THE PAST MONTH:",Reduced Horne,Circadian Rhythm,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c756de4b014,,
12,11,139,"Do people say that you wake up during the night and engage in activities that you don’t remember? (e.g., Sleep walking, night terrors, confusional arousal, eating or sexual behaviors)",周围的人会说您在晚上醒来，从事一些您不记得的行为活动？（如：梦游、夜惊、精神错乱、进食或性行为...）,oneChoice,,,Parasomnia,,Custom,Parasomnia,true,b22b43f564ba659c009e5a8c3d554e70,,80431f7a64bac13d01180c7a3ba767fe,,1.69e+12
11,1,79,Do you sometimes experience sudden muscle weakness triggered by strong  (usually positive) emotions?,您是否经历过，在强烈的情绪起伏过后，突然的肌肉无力现象？,oneChoice,,,Medical Disorder,,Custom,Sleepiness,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6414ca3de2,,
11,4,107,Cardiovascular Disease or Dysfunction,心血管疾病或功能障碍,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c67106bd03c,,
11,7,110,"Breathing Difficulty (e.g Asthma, Chronic obstructive pulmonary disease)",呼吸困难（如：哮喘、慢性阻塞性肺病...）,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6a16b04893,,
12,4,96,Have you been recently jet-travelling across at least two time zones?,您最近是否旅行横跨至少两个时区？,oneChoice,,,Circadian Rhythm,"For these next few questions, consider THE PAST MONTH:",Custom,Circadian Rhythm,true,b22b43f564ba659c009e5a8806e9d929,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c737a226a91,,
12,5,73,"During the past month, how often have you had at least three sleep episodes during a 24-hour period? (more than one hour each)",在过去的一个月里，您有多少次在24小时中，睡着过三次，每次超过至少一个小时的情况？,oneChoice,,,Circadian Rhythm,"For these next few questions, consider THE PAST MONTH:",Custom,Circadian Rhythm,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c744a720d21,,
10,8,76,"Is it easier to fall asleep outside of your bedroom? (e.g. on the couch, etc.)",您是否觉得您更容易在卧室以外的地方入睡?（如：沙发...）,oneChoice,,,Sleep Environment,"For these next few questions, consider THE PAST MONTH:",Custom,Insomnia,true,b22b43f564ba659c009e5a875f98896c,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c626fbe2b70,,
11,2,93,Have you been diagnosed with high blood pressure?,您是否被诊断患有高血压？,oneChoice,,,Medical Disorder,,StopBang,Apnea,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c655eb89db4,,
12,9,118,"At what time do you think that you reach your ""feeling best"" peak?",在白天，您认为什么时间，是您自我感觉最佳状态的峰值？,exactTime,,,Morningness Eveningness,"For these next few questions, consider THE PAST MONTH:",Reduced Horne,Circadian Rhythm,true,,"For these next few questions, consider THE PAST MONTH:",80431f7a64bac13d01180c787a40d7a9,,
11,11,115,Chronic Pain (e.g. Arthritis),慢性疼痛（如：关节炎...）,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6e0bc33b6d,,
11,12,116,Cancer,癌症,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c6f5af64926,,
12,13,45,How many more hours of sleep do you get in the weekend compared to the average rest of the week?,与周内的平均睡眠时间相比，您周末多睡了几个小时？,exactNumber,,,Custom,,Custom,Circadian Rhythm,true,,,80431f7a64bac13d01180c7c75a65128,,1.69e+12
11,3,70,Have you been diagnosed with any other medical or mental disorder?,您是否被诊断患有其他医学疾病或精神障碍？,oneChoice,,,Medical Disorder,,Custom,Medical Disorder,true,b22b43f564ba659c009e5a8806e9d929,,80431f7a64bac13d01180c663d3c82dc,,
12,14,137,"During the past month, do you take breakfast upon awakening?",在过去的一个月里，您会在早上醒来之后吃早餐吗？,oneChoice,,,Synchronizers,"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Synchronizers,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",1d0a81b766c6000b00a0bfac4c00a216,,1724252753909
12,15,138,"During the past month, do you have physical activity in the morning?",在过去的一个月里，您会在早上进行身体活动吗？,oneChoice,,,Synchronizers,"For these next few questions, consider THE PAST MONTH. How often did you…",Custom,Synchronizers,true,b22b43f564ba659c009e5a7a1249c3f8,"For these next few questions, consider THE PAST MONTH. How often did you…",1d0a81b766c6000b00a0bfad726b2e37,,1724252741092
